Title,Embeddings,Algorithm,Num Clusters,Linkage,Affinity,Silhouette Score
"DNN_(5,36,32)_AggClustering_nc:12_link:single_aff:euclidean","DNN_(5,36,32)",Agg_Clustering,12,single,euclidean,-0.03356428176044236
"DNN_(5,36,32)_AggClustering_nc:12_link:single_aff:l2","DNN_(5,36,32)",Agg_Clustering,12,single,l2,-0.03356428176044236
"DNN_(5,36,32)_AggClustering_nc:20_link:single_aff:l1","DNN_(5,36,32)",Agg_Clustering,20,single,l1,-0.03615851258735798
"DNN_(5,36,32)_AggClustering_nc:20_link:single_aff:manhattan","DNN_(5,36,32)",Agg_Clustering,20,single,manhattan,-0.03615851258735798
"DNN_(5,36,32)_AggClustering_nc:18_link:single_aff:euclidean","DNN_(5,36,32)",Agg_Clustering,18,single,euclidean,-0.03674162046919154
"DNN_(5,36,32)_AggClustering_nc:18_link:single_aff:l2","DNN_(5,36,32)",Agg_Clustering,18,single,l2,-0.03674162046919154
"DNN_(5,36,32)_AggClustering_nc:20_link:single_aff:l2","DNN_(5,36,32)",Agg_Clustering,20,single,l2,-0.06845662104769178
"DNN_(5,36,32)_AggClustering_nc:20_link:single_aff:euclidean","DNN_(5,36,32)",Agg_Clustering,20,single,euclidean,-0.06845662104769178
"DNN_(5,36,32)_AggClustering_nc:6_link:single_aff:cosine","DNN_(5,36,32)",Agg_Clustering,6,single,cosine,-0.35167006116755595
"DNN_(5,36,32)_AggClustering_nc:8_link:single_aff:cosine","DNN_(5,36,32)",Agg_Clustering,8,single,cosine,-0.370001383987425
"DNN_(5,36,32)_AggClustering_nc:10_link:single_aff:cosine","DNN_(5,36,32)",Agg_Clustering,10,single,cosine,-0.382490355310283
"DNN_(5,36,32)_AggClustering_nc:12_link:single_aff:cosine","DNN_(5,36,32)",Agg_Clustering,12,single,cosine,-0.38421009755617147
"DNN_(5,36,32)_AggClustering_nc:14_link:single_aff:cosine","DNN_(5,36,32)",Agg_Clustering,14,single,cosine,-0.3893612206107625
"DNN_(5,36,32)_AggClustering_nc:16_link:single_aff:cosine","DNN_(5,36,32)",Agg_Clustering,16,single,cosine,-0.4537786345444467
"DNN_(5,36,32)_AggClustering_nc:18_link:single_aff:cosine","DNN_(5,36,32)",Agg_Clustering,18,single,cosine,-0.4570633448349367
"DNN_(5,36,32)_AggClustering_nc:20_link:single_aff:cosine","DNN_(5,36,32)",Agg_Clustering,20,single,cosine,-0.469510509449062
