,id,player_fifa_api_id,player_api_id,date,overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,player_positions,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,player_name,height,weight,preferred_foot_left,preferred_foot_right,attacking_work_rate_high,attacking_work_rate_low,attacking_work_rate_medium,defensive_work_rate_high,defensive_work_rate_low,defensive_work_rate_medium,player_positions_general
1939,56217,186524,106292,2016-05-05,76.0,76.0,48.0,76.0,81.0,66.0,77.0,69.0,59.0,55.0,55.0,75.0,71.0,74.0,66.0,78.0,64.0,81.0,76.0,74.0,77.0,64.0,76.0,49.0,77.0,62.0,70.0,35.0,36.0,32.0,7.0,9.0,8.0,15.0,9.0,ST,80,80,80,72,76,76,76,72,72,72,72,70,65,65,65,70,56,55,55,55,56,55,56,56,56,55,Filip Djordjevic,185.42,176,1,0,0,0,1,0,0,1,ATK
1940,56250,193881,178538,2016-03-03,75.0,80.0,66.0,67.0,50.0,75.0,69.0,83.0,78.0,69.0,68.0,83.0,78.0,77.0,78.0,73.0,78.0,67.0,73.0,64.0,61.0,63.0,45.0,38.0,67.0,75.0,69.0,24.0,35.0,43.0,8.0,8.0,9.0,15.0,8.0,LM,70,70,70,76,75,75,75,76,76,76,76,75,71,71,71,75,59,56,56,56,59,56,47,47,47,56,Filip Djuricic,182.88,161,0,1,0,0,1,0,1,0,MID
1941,56284,207555,287337,2016-03-17,73.0,78.0,30.0,28.0,72.0,55.0,21.0,34.0,39.0,40.0,48.0,52.0,54.0,64.0,54.0,69.0,54.0,58.0,68.0,64.0,82.0,25.0,82.0,77.0,24.0,45.0,34.0,76.0,76.0,66.0,15.0,8.0,10.0,7.0,16.0,CB,48,48,48,43,45,45,45,43,45,45,45,46,51,51,51,46,60,66,66,66,60,64,73,73,73,64,Filip Helander,193.04,183,1,0,0,0,1,1,0,0,DEF
1942,56318,220912,502931,2016-04-28,57.0,71.0,54.0,49.0,33.0,65.0,54.0,56.0,56.0,48.0,60.0,59.0,65.0,71.0,66.0,49.0,69.0,53.0,64.0,51.0,58.0,48.0,50.0,33.0,49.0,58.0,48.0,40.0,41.0,47.0,11.0,9.0,13.0,6.0,15.0,CAM,52,52,52,57,55,55,55,57,57,57,57,57,55,55,55,57,51,50,50,50,51,49,45,45,45,49,Filip Jagiello,180.34,154,0,1,0,0,1,0,0,1,MID
1943,56323,205073,176718,2016-05-26,64.0,67.0,44.0,55.0,62.0,69.0,39.0,65.0,53.0,39.0,67.0,67.0,63.0,32.0,59.0,63.0,70.0,64.0,66.0,64.0,70.0,57.0,81.0,61.0,55.0,63.0,56.0,58.0,63.0,59.0,7.0,8.0,13.0,10.0,14.0,CDM,60,60,60,59,61,61,61,59,62,62,62,60,64,64,64,60,59,65,65,65,59,58,63,63,63,58,Filip Kiss,185.42,181,0,1,1,0,0,0,0,1,
1944,56343,208574,281012,2016-04-28,79.0,84.0,82.0,72.0,48.0,77.0,68.0,83.0,77.0,66.0,60.0,80.0,90.0,90.0,76.0,77.0,72.0,76.0,66.0,74.0,74.0,69.0,65.0,32.0,73.0,73.0,67.0,35.0,44.0,43.0,13.0,14.0,12.0,12.0,13.0,LW,73,73,73,78,76,76,76,78,75,75,75,77,69,69,69,77,64,58,58,58,64,60,52,52,52,60,Filip Kostic,182.88,181,1,0,1,0,0,0,0,1,ATK
1945,56370,193302,206809,2016-03-17,66.0,68.0,12.0,13.0,11.0,26.0,12.0,14.0,11.0,12.0,24.0,25.0,59.0,61.0,52.0,65.0,43.0,18.0,51.0,42.0,67.0,13.0,38.0,20.0,13.0,24.0,15.0,12.0,11.0,11.0,68.0,64.0,60.0,65.0,68.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Filip Kurto,193.04,203,0,1,0,0,1,0,0,1,GK
1946,56401,210171,280476,2015-09-21,63.0,71.0,64.0,57.0,51.0,62.0,56.0,73.0,69.0,50.0,44.0,69.0,69.0,67.0,68.0,52.0,66.0,65.0,34.0,55.0,65.0,55.0,50.0,25.0,60.0,55.0,58.0,20.0,23.0,24.0,6.0,7.0,12.0,10.0,16.0,CF,61,61,61,64,63,63,63,64,62,62,62,63,55,55,55,63,48,43,43,43,48,44,38,38,38,44,Filip Malbasic,182.88,179,1,0,0,0,1,0,0,1,ATK
1947,56408,219756,387723,2016-04-28,65.0,69.0,67.0,58.0,51.0,67.0,67.0,69.0,69.0,62.0,63.0,64.0,74.0,76.0,68.0,51.0,65.0,59.0,54.0,61.0,57.0,56.0,49.0,51.0,62.0,61.0,60.0,50.0,44.0,47.0,7.0,14.0,7.0,8.0,15.0,CAM,60,60,60,63,62,62,62,63,63,63,63,64,61,61,61,64,57,56,56,56,57,55,51,51,51,55,Filip Markovic,180.34,170,0,1,1,0,0,0,1,0,MID
1948,56423,205704,281840,2015-09-21,67.0,72.0,49.0,30.0,60.0,59.0,26.0,45.0,30.0,40.0,54.0,55.0,80.0,73.0,76.0,67.0,72.0,33.0,70.0,77.0,63.0,28.0,67.0,54.0,45.0,40.0,52.0,72.0,75.0,76.0,14.0,15.0,8.0,12.0,6.0,RB,49,49,49,52,50,50,50,52,51,51,51,55,54,54,54,55,65,63,63,63,65,67,67,67,67,67,Filip Modelski,180.34,161,0,1,0,0,1,0,0,1,DEF
1949,56436,208631,287341,2016-03-10,69.0,72.0,76.0,56.0,35.0,76.0,69.0,72.0,75.0,77.0,71.0,73.0,45.0,41.0,61.0,61.0,63.0,69.0,66.0,65.0,65.0,74.0,33.0,67.0,68.0,77.0,69.0,60.0,56.0,36.0,15.0,9.0,9.0,7.0,16.0,CM,60,60,60,66,65,65,65,66,69,69,69,66,70,70,70,66,61,63,63,63,61,57,55,55,55,57,Filip Starzynski,182.88,150,0,1,0,0,1,0,0,1,MID
1950,56476,205196,213184,2016-04-07,62.0,69.0,63.0,33.0,53.0,65.0,30.0,60.0,48.0,55.0,64.0,61.0,62.0,62.0,61.0,56.0,72.0,67.0,62.0,63.0,62.0,61.0,59.0,57.0,57.0,68.0,46.0,61.0,59.0,54.0,9.0,8.0,13.0,13.0,16.0,LB,54,54,54,58,58,58,58,58,60,60,60,60,62,62,62,60,60,61,61,61,60,59,59,59,59,59,Filip Twardzik,180.34,150,1,0,0,0,1,0,0,1,DEF
1951,56501,207733,319975,2015-12-10,73.0,80.0,56.0,46.0,60.0,74.0,53.0,75.0,59.0,52.0,76.0,80.0,67.0,74.0,73.0,75.0,66.0,76.0,62.0,75.0,68.0,65.0,72.0,71.0,64.0,74.0,68.0,60.0,70.0,61.0,8.0,10.0,8.0,12.0,14.0,CDM,65,65,65,68,69,69,69,68,70,70,70,70,73,73,73,70,70,71,71,71,70,69,67,67,67,69,Filipe Augusto,182.88,168,1,0,0,0,1,1,0,0,
1952,56528,215665,476766,2015-11-06,71.0,72.0,66.0,48.0,56.0,71.0,40.0,70.0,61.0,47.0,63.0,71.0,74.0,75.0,73.0,70.0,74.0,61.0,74.0,80.0,61.0,51.0,76.0,71.0,63.0,57.0,53.0,71.0,71.0,70.0,6.0,9.0,14.0,15.0,13.0,LB,62,62,62,66,65,65,65,66,65,65,65,68,67,67,67,68,71,70,70,70,71,71,69,69,69,71,Filipe Ferreira,177.8,154,1,0,1,0,0,0,0,1,DEF
1953,56541,176494,149949,2015-10-16,69.0,69.0,61.0,59.0,62.0,74.0,59.0,68.0,61.0,61.0,66.0,72.0,52.0,55.0,67.0,75.0,59.0,75.0,57.0,70.0,75.0,71.0,83.0,60.0,65.0,67.0,72.0,64.0,66.0,57.0,16.0,14.0,6.0,12.0,12.0,CDM,66,66,66,66,67,67,67,66,68,68,68,66,69,69,69,66,64,68,68,68,64,63,66,66,66,63,Filipe Goncalves,185.42,174,0,1,0,0,1,1,0,0,
1954,56560,164169,41167,2016-04-21,82.0,82.0,82.0,59.0,66.0,75.0,56.0,77.0,74.0,75.0,77.0,78.0,78.0,85.0,74.0,82.0,60.0,71.0,62.0,90.0,74.0,60.0,75.0,80.0,71.0,70.0,65.0,84.0,82.0,85.0,11.0,15.0,9.0,9.0,5.0,LB,71,71,71,75,73,73,73,75,74,74,74,77,76,76,76,77,82,79,79,79,82,82,78,78,78,82,Filipe Luis,182.88,170,1,0,1,0,0,0,0,1,DEF
1955,56585,223473,185703,2015-11-06,69.0,70.0,62.0,33.0,73.0,68.0,37.0,58.0,50.0,40.0,65.0,65.0,62.0,64.0,50.0,68.0,48.0,58.0,64.0,77.0,82.0,42.0,73.0,72.0,53.0,60.0,49.0,66.0,69.0,64.0,7.0,16.0,13.0,7.0,11.0,CDM,57,57,57,58,58,58,58,58,59,59,59,61,64,64,64,61,67,69,69,69,67,67,70,70,70,67,Filipe Melo,187.96,183,0,1,0,0,1,1,0,0,
1956,56591,184678,96844,2015-09-21,62.0,62.0,16.0,9.0,14.0,21.0,11.0,20.0,16.0,20.0,19.0,14.0,39.0,39.0,39.0,56.0,43.0,25.0,61.0,25.0,62.0,10.0,26.0,17.0,11.0,47.0,13.0,14.0,12.0,13.0,64.0,61.0,59.0,62.0,63.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Filipe Mendes,193.04,194,0,1,0,0,1,0,0,1,GK
1957,56605,189640,45701,2016-01-07,55.0,55.0,54.0,54.0,43.0,70.0,54.0,66.0,68.0,64.0,68.0,68.0,65.0,38.0,73.0,56.0,75.0,61.0,60.0,69.0,65.0,66.0,51.0,49.0,58.0,52.0,55.0,40.0,29.0,38.0,9.0,14.0,8.0,7.0,7.0,CM,58,58,58,61,60,60,60,61,62,62,62,61,62,62,62,61,54,55,55,55,54,50,47,47,47,50,Filipe,177.8,159,0,1,0,0,1,0,0,1,MID
1958,56629,210329,244970,2016-04-28,64.0,68.0,59.0,59.0,49.0,63.0,59.0,67.0,63.0,60.0,57.0,67.0,81.0,78.0,86.0,61.0,85.0,65.0,65.0,65.0,55.0,63.0,51.0,31.0,61.0,57.0,57.0,15.0,22.0,23.0,10.0,9.0,13.0,11.0,7.0,RW,63,63,63,66,65,65,65,66,65,65,65,65,58,58,58,65,50,46,46,46,50,47,39,39,39,47,Filippo Falco,170.18,154,1,0,0,0,1,0,0,1,ATK
1959,56656,158738,74305,2016-05-12,70.0,70.0,65.0,44.0,57.0,75.0,42.0,65.0,53.0,56.0,73.0,73.0,69.0,68.0,73.0,71.0,77.0,76.0,83.0,69.0,69.0,74.0,61.0,67.0,57.0,72.0,51.0,59.0,63.0,59.0,9.0,15.0,7.0,5.0,11.0,CDM,60,60,60,65,64,64,64,65,66,66,66,67,66,66,66,67,64,66,66,66,64,64,63,63,63,64,Filippo Porcari,175.26,168,0,1,0,0,1,0,0,1,
1960,56679,183332,35852,2016-05-12,74.0,74.0,65.0,68.0,55.0,71.0,65.0,78.0,63.0,56.0,65.0,80.0,79.0,85.0,86.0,73.0,83.0,70.0,72.0,85.0,56.0,69.0,57.0,51.0,73.0,70.0,60.0,38.0,38.0,28.0,9.0,8.0,14.0,12.0,8.0,LM,71,71,71,75,74,74,74,75,75,75,75,75,71,71,71,75,62,59,59,59,62,59,51,51,51,59,Fin Bartels,175.26,152,0,1,1,0,0,0,0,1,MID
1961,56721,215755,206901,2016-06-02,64.0,68.0,59.0,66.0,57.0,61.0,58.0,65.0,47.0,40.0,52.0,66.0,73.0,70.0,65.0,59.0,62.0,62.0,54.0,84.0,57.0,60.0,35.0,14.0,67.0,59.0,58.0,20.0,13.0,13.0,7.0,8.0,13.0,6.0,7.0,LM,58,58,58,59,58,58,58,59,58,58,58,59,52,52,52,59,47,45,45,45,47,44,38,38,38,44,Fiodor Cernych,182.88,165,1,0,0,0,1,0,0,1,MID
1962,56747,178037,26078,2016-04-21,66.0,66.0,47.0,45.0,64.0,67.0,33.0,50.0,46.0,50.0,64.0,62.0,61.0,53.0,64.0,65.0,68.0,74.0,65.0,68.0,70.0,59.0,82.0,68.0,49.0,57.0,54.0,63.0,66.0,64.0,15.0,10.0,13.0,8.0,9.0,CDM,58,58,58,57,59,59,59,57,60,60,60,58,63,63,63,58,63,67,67,67,63,64,67,67,67,64,Flavien La Postollec,180.34,170,0,1,0,0,1,0,0,1,
1963,56766,205545,181203,2015-10-16,74.0,80.0,55.0,50.0,73.0,78.0,55.0,59.0,59.0,55.0,69.0,70.0,66.0,63.0,63.0,74.0,62.0,59.0,90.0,56.0,72.0,53.0,69.0,76.0,50.0,41.0,58.0,73.0,76.0,68.0,7.0,16.0,11.0,11.0,7.0,CDM,62,62,62,61,61,61,61,61,62,62,62,62,65,65,65,62,69,71,71,71,69,70,74,74,74,70,Flavio Nunes Ferreira,180.34,165,0,1,0,0,1,0,0,1,
1964,56820,52126,26291,2016-03-10,75.0,75.0,74.0,63.0,55.0,80.0,60.0,73.0,64.0,71.0,76.0,74.0,60.0,54.0,72.0,77.0,80.0,76.0,53.0,73.0,71.0,70.0,83.0,77.0,62.0,74.0,60.0,76.0,77.0,73.0,6.0,11.0,7.0,14.0,16.0,CM,68,68,68,71,71,71,71,71,73,73,73,72,76,76,76,72,75,77,77,77,75,74,74,74,74,74,Florent Balmont,167.64,159,0,1,0,0,1,1,0,0,MID
1965,56839,134881,41195,2016-02-18,66.0,66.0,10.0,13.0,18.0,36.0,13.0,16.0,14.0,11.0,34.0,22.0,35.0,44.0,40.0,53.0,20.0,21.0,56.0,21.0,81.0,12.0,32.0,15.0,9.0,21.0,13.0,10.0,15.0,18.0,67.0,63.0,72.0,74.0,67.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florent Chaigneau,198.12,207,0,1,0,0,1,0,0,1,GK
1966,56864,220620,492132,2015-10-16,69.0,78.0,71.0,47.0,61.0,67.0,41.0,65.0,44.0,42.0,68.0,70.0,72.0,76.0,70.0,64.0,72.0,59.0,69.0,74.0,77.0,41.0,64.0,62.0,57.0,60.0,44.0,67.0,70.0,71.0,15.0,6.0,12.0,8.0,11.0,RM,58,58,58,62,61,61,61,62,62,62,62,64,63,63,63,64,66,64,64,64,66,65,64,64,64,65,Florent Hadergjonaj,182.88,159,0,1,1,0,0,0,0,1,MID
1967,56880,194846,210423,2016-03-10,68.0,70.0,64.0,16.0,49.0,63.0,15.0,67.0,58.0,49.0,64.0,63.0,88.0,81.0,68.0,64.0,64.0,37.0,60.0,70.0,66.0,24.0,62.0,67.0,53.0,59.0,23.0,66.0,69.0,68.0,6.0,11.0,12.0,11.0,12.0,LB,49,49,49,59,56,56,56,59,59,59,59,63,61,61,61,63,68,65,65,65,68,68,65,65,65,68,Florent Hanin,177.8,165,1,0,1,0,0,0,0,1,DEF
1968,56920,51934,38700,2015-12-10,68.0,68.0,64.0,70.0,68.0,62.0,65.0,64.0,63.0,55.0,51.0,66.0,74.0,74.0,73.0,64.0,72.0,70.0,60.0,65.0,65.0,64.0,53.0,30.0,72.0,62.0,70.0,20.0,23.0,21.0,12.0,13.0,7.0,8.0,7.0,ST,67,67,67,66,66,66,66,66,65,65,65,64,57,57,57,64,48,49,49,49,48,45,42,42,42,45,Florent Sinama-Pongolle,175.26,152,0,1,0,0,1,0,0,1,ATK
1969,56940,228978,466501,2016-04-21,64.0,65.0,64.0,67.0,67.0,63.0,63.0,62.0,57.0,48.0,62.0,59.0,67.0,79.0,62.0,60.0,59.0,75.0,72.0,70.0,75.0,65.0,67.0,31.0,62.0,62.0,54.0,21.0,35.0,25.0,7.0,14.0,12.0,13.0,13.0,LW,65,65,65,63,63,63,63,63,62,62,62,63,58,58,58,63,49,47,47,47,49,47,43,43,43,47,Florent Stevance,187.96,174,0,1,0,0,1,0,0,1,ATK
1970,56953,198688,188465,2015-10-02,76.0,79.0,69.0,21.0,73.0,67.0,45.0,51.0,60.0,69.0,58.0,55.0,65.0,72.0,57.0,68.0,52.0,77.0,82.0,75.0,91.0,70.0,82.0,77.0,36.0,42.0,38.0,76.0,79.0,74.0,8.0,10.0,8.0,11.0,11.0,CB,55,55,55,53,52,52,52,53,53,53,53,56,58,58,58,56,68,68,68,68,68,70,75,75,75,70,Florentin Pogba,187.96,198,1,0,0,0,1,1,0,0,DEF
1971,56999,137708,37379,2016-05-12,69.0,69.0,75.0,53.0,64.0,65.0,61.0,60.0,60.0,71.0,63.0,63.0,66.0,68.0,58.0,65.0,58.0,82.0,76.0,74.0,78.0,68.0,75.0,68.0,56.0,55.0,64.0,68.0,74.0,69.0,15.0,16.0,6.0,7.0,9.0,RB,64,64,64,62,62,62,62,62,61,61,61,63,63,63,63,63,69,68,68,68,69,69,70,70,70,69,Florian Dick,182.88,185,0,1,0,0,1,0,0,1,DEF
1972,57040,228336,617044,2016-05-05,68.0,77.0,66.0,56.0,53.0,76.0,48.0,70.0,47.0,65.0,70.0,74.0,55.0,55.0,67.0,69.0,63.0,62.0,54.0,67.0,58.0,48.0,50.0,49.0,66.0,73.0,50.0,28.0,38.0,23.0,13.0,12.0,7.0,14.0,7.0,ST,57,57,57,58,58,58,58,58,59,59,59,58,56,56,56,58,45,46,46,46,45,42,39,39,39,42,Florian Grillitsch,187.96,163,0,1,0,0,1,0,1,0,ATK
1973,57059,202512,291015,2016-05-12,67.0,72.0,67.0,33.0,67.0,66.0,50.0,65.0,59.0,45.0,62.0,66.0,75.0,75.0,67.0,65.0,56.0,70.0,65.0,74.0,78.0,58.0,69.0,61.0,45.0,50.0,44.0,65.0,69.0,66.0,14.0,10.0,14.0,9.0,9.0,LB,59,59,59,61,59,59,59,61,59,59,59,63,61,61,61,63,68,66,66,66,68,68,68,68,68,68,Florian Hartherz,187.96,183,1,0,0,0,1,0,0,1,DEF
1974,57105,200113,277597,2015-09-21,71.0,75.0,69.0,61.0,35.0,62.0,59.0,77.0,65.0,42.0,60.0,72.0,91.0,93.0,84.0,69.0,81.0,63.0,80.0,67.0,60.0,52.0,41.0,61.0,68.0,60.0,65.0,22.0,28.0,23.0,15.0,15.0,12.0,7.0,7.0,RW,65,65,65,71,69,69,69,71,68,68,68,71,63,63,63,71,58,53,53,53,58,54,44,44,44,54,Florian Jozefzoon,175.26,159,0,1,0,0,1,1,0,0,ATK
1975,57135,189397,94876,2016-04-14,68.0,68.0,50.0,18.0,65.0,69.0,37.0,60.0,42.0,25.0,68.0,66.0,65.0,66.0,64.0,71.0,67.0,42.0,77.0,81.0,73.0,34.0,69.0,68.0,48.0,53.0,37.0,69.0,71.0,68.0,10.0,6.0,11.0,7.0,13.0,RB,51,51,51,56,55,55,55,56,58,58,58,60,63,63,63,60,67,69,69,69,67,68,69,69,69,68,Florian Jungwirth,180.34,170,0,1,0,0,1,0,0,1,DEF
1976,57164,229728,610359,2016-04-14,54.0,64.0,39.0,57.0,70.0,48.0,43.0,55.0,52.0,42.0,37.0,56.0,65.0,63.0,54.0,57.0,62.0,56.0,68.0,64.0,72.0,49.0,60.0,24.0,61.0,47.0,60.0,21.0,25.0,17.0,13.0,6.0,10.0,11.0,11.0,ST,59,59,59,54,56,56,56,54,53,53,53,53,48,48,48,53,41,40,40,40,41,40,41,41,41,40,Florian Kamberi,187.96,185,0,1,0,0,1,0,0,1,ATK
1977,57170,161857,45272,2016-02-25,73.0,73.0,74.0,53.0,58.0,72.0,54.0,73.0,70.0,66.0,65.0,71.0,79.0,79.0,76.0,69.0,74.0,69.0,63.0,87.0,66.0,60.0,74.0,69.0,62.0,63.0,69.0,73.0,74.0,73.0,8.0,13.0,9.0,12.0,6.0,LB,65,65,65,69,67,67,67,69,68,68,68,71,69,69,69,71,74,72,72,72,74,74,70,70,70,74,Florian Klein,182.88,159,0,1,1,0,0,1,0,0,DEF
1978,57230,197948,184521,2016-07-07,73.0,77.0,51.0,42.0,75.0,68.0,42.0,47.0,47.0,41.0,67.0,62.0,49.0,55.0,52.0,67.0,47.0,77.0,55.0,74.0,92.0,66.0,77.0,72.0,46.0,32.0,43.0,74.0,75.0,69.0,11.0,15.0,15.0,12.0,7.0,CB,59,59,59,53,54,54,54,53,54,54,54,55,60,60,60,55,65,70,70,70,65,67,73,73,73,67,Florian Lejeune,187.96,179,0,1,0,0,1,1,0,0,DEF
1979,57272,211899,276760,2016-04-07,72.0,75.0,51.0,73.0,67.0,70.0,69.0,70.0,53.0,44.0,42.0,72.0,73.0,76.0,68.0,72.0,64.0,78.0,58.0,80.0,82.0,65.0,75.0,36.0,70.0,63.0,63.0,27.0,35.0,28.0,15.0,7.0,6.0,16.0,16.0,ST,72,72,72,67,70,70,70,67,67,67,67,66,62,62,62,66,54,53,53,53,54,52,50,50,50,52,Florian Niederlechner,185.42,190,1,0,1,0,0,1,0,0,ATK
1980,57290,204260,277439,2016-03-31,68.0,69.0,69.0,67.0,66.0,69.0,66.0,72.0,65.0,48.0,56.0,69.0,74.0,74.0,73.0,65.0,71.0,66.0,67.0,57.0,63.0,63.0,40.0,14.0,71.0,64.0,62.0,17.0,16.0,12.0,9.0,9.0,12.0,12.0,10.0,LM,70,70,70,71,70,70,70,71,69,69,69,69,60,60,60,69,51,50,50,50,51,46,42,42,42,46,Florian Raspentino,177.8,161,0,1,0,0,1,0,0,1,MID
1981,57339,204970,254308,2016-02-04,76.0,82.0,72.0,70.0,66.0,75.0,64.0,84.0,74.0,54.0,75.0,77.0,84.0,78.0,82.0,75.0,70.0,76.0,59.0,64.0,62.0,74.0,56.0,28.0,74.0,76.0,57.0,29.0,29.0,31.0,8.0,11.0,14.0,10.0,9.0,RW,74,74,74,77,76,76,76,77,77,77,77,76,71,71,71,76,57,55,55,55,57,54,46,46,46,54,Florian Thauvin,177.8,154,1,0,1,0,0,0,0,1,ATK
1982,57358,192437,212879,2015-10-09,66.0,71.0,61.0,57.0,61.0,69.0,65.0,69.0,73.0,75.0,62.0,69.0,72.0,66.0,71.0,66.0,68.0,67.0,67.0,70.0,67.0,64.0,63.0,45.0,64.0,63.0,60.0,17.0,38.0,39.0,11.0,6.0,6.0,15.0,8.0,CDM,65,65,65,66,66,66,66,66,66,66,66,66,64,64,64,66,56,54,54,54,56,53,49,49,49,53,Florian Trinks,182.88,174,0,1,0,0,1,0,0,1,
1983,57372,210667,362187,2016-03-24,62.0,70.0,57.0,58.0,60.0,59.0,52.0,68.0,59.0,55.0,55.0,67.0,72.0,65.0,74.0,55.0,75.0,61.0,40.0,67.0,60.0,46.0,69.0,31.0,57.0,58.0,56.0,23.0,48.0,43.0,7.0,7.0,12.0,10.0,11.0,RM,59,59,59,62,61,61,61,62,61,61,61,61,55,55,55,61,47,45,45,45,47,44,40,40,40,44,Floriano Vanzo,180.34,170,0,1,0,0,1,0,0,1,MID
1984,57390,225018,599425,2016-01-07,72.0,80.0,55.0,72.0,65.0,58.0,61.0,66.0,50.0,47.0,44.0,68.0,75.0,78.0,79.0,79.0,69.0,81.0,76.0,81.0,75.0,60.0,63.0,16.0,78.0,53.0,60.0,17.0,12.0,18.0,8.0,6.0,11.0,15.0,6.0,ST,72,72,72,68,69,69,69,68,66,66,66,67,58,58,58,67,49,44,44,44,49,45,40,40,40,45,Florin Andone,182.88,172,0,1,1,0,0,0,0,1,ATK
1985,57406,193427,179798,2016-05-05,70.0,71.0,65.0,69.0,52.0,69.0,57.0,73.0,64.0,57.0,66.0,69.0,82.0,83.0,70.0,63.0,74.0,68.0,65.0,76.0,62.0,65.0,62.0,48.0,63.0,70.0,56.0,35.0,31.0,26.0,16.0,9.0,14.0,6.0,10.0,RM,67,67,67,70,69,69,69,70,69,69,69,70,65,65,65,70,58,55,55,55,58,54,48,48,48,54,Florin Berenguer,182.88,154,0,1,0,0,1,0,0,1,MID
1986,57423,204210,215245,2016-03-10,73.0,74.0,58.0,54.0,74.0,64.0,53.0,60.0,35.0,46.0,64.0,63.0,55.0,55.0,51.0,70.0,53.0,37.0,64.0,75.0,78.0,49.0,73.0,73.0,37.0,40.0,50.0,76.0,76.0,76.0,10.0,9.0,16.0,15.0,11.0,CB,56,56,56,56,55,55,55,56,55,55,55,58,60,60,60,58,68,70,70,70,68,69,74,74,74,69,Florin Gardos,193.04,194,0,1,0,0,1,1,0,0,DEF
1987,57494,220123,489501,2016-02-11,64.0,70.0,38.0,25.0,68.0,46.0,24.0,36.0,25.0,26.0,43.0,49.0,64.0,73.0,61.0,63.0,59.0,47.0,69.0,55.0,70.0,32.0,83.0,53.0,23.0,32.0,39.0,66.0,64.0,64.0,7.0,10.0,16.0,8.0,15.0,CB,45,45,45,46,45,45,45,46,44,44,44,47,46,46,46,47,57,55,55,55,57,59,62,62,62,59,Formose Mendy,185.42,165,0,1,0,0,1,0,0,1,DEF
1988,57518,187935,102699,2015-09-21,73.0,73.0,76.0,66.0,56.0,74.0,61.0,75.0,73.0,70.0,71.0,76.0,73.0,74.0,77.0,69.0,62.0,77.0,59.0,65.0,63.0,70.0,71.0,59.0,68.0,73.0,54.0,17.0,38.0,41.0,10.0,13.0,16.0,13.0,8.0,LM,69,69,69,73,72,72,72,73,73,73,73,73,70,70,70,73,61,59,59,59,61,57,51,51,51,57,Foued Kadir,180.34,154,0,1,0,0,1,0,0,1,MID
1989,57568,169586,24157,2016-02-11,71.0,71.0,67.0,73.0,68.0,64.0,67.0,71.0,43.0,58.0,41.0,69.0,85.0,79.0,78.0,68.0,79.0,70.0,72.0,71.0,63.0,62.0,66.0,22.0,72.0,61.0,68.0,32.0,35.0,28.0,11.0,15.0,9.0,9.0,16.0,ST,71,71,71,71,70,70,70,71,68,68,68,69,60,60,60,69,54,49,49,49,54,52,47,47,47,52,Fraizer Campbell,172.72,183,0,1,1,0,0,0,0,1,ATK
1990,57594,183520,105827,2016-03-10,71.0,73.0,67.0,61.0,34.0,80.0,59.0,72.0,82.0,79.0,79.0,75.0,69.0,66.0,78.0,58.0,68.0,78.0,65.0,66.0,69.0,77.0,52.0,50.0,61.0,67.0,73.0,44.0,57.0,48.0,11.0,11.0,8.0,6.0,10.0,CM,64,64,64,69,68,68,68,69,71,71,71,70,71,71,71,70,63,64,64,64,63,60,54,54,54,60,Fran Merida,175.26,163,1,0,0,0,1,0,1,0,MID
1991,57617,174859,282713,2015-10-16,75.0,75.0,69.0,61.0,55.0,82.0,51.0,66.0,77.0,78.0,81.0,79.0,66.0,58.0,67.0,77.0,74.0,67.0,60.0,68.0,66.0,71.0,82.0,72.0,53.0,73.0,77.0,63.0,74.0,66.0,9.0,14.0,8.0,13.0,7.0,CM,65,65,65,69,69,69,69,69,72,72,72,71,74,74,74,71,71,75,75,75,71,70,69,69,69,70,Fran Rico,177.8,159,0,1,0,0,1,0,0,1,MID
1992,57636,221653,518664,2015-10-16,60.0,68.0,31.0,27.0,62.0,42.0,32.0,35.0,29.0,34.0,31.0,37.0,56.0,54.0,40.0,54.0,47.0,48.0,76.0,63.0,74.0,28.0,50.0,53.0,34.0,31.0,48.0,57.0,69.0,64.0,13.0,13.0,7.0,11.0,12.0,CB,43,43,43,38,39,39,39,38,38,38,38,40,41,41,41,40,51,51,51,51,51,54,60,60,60,54,Fran Serrano,187.96,185,0,1,0,0,1,0,0,1,DEF
