,id,player_fifa_api_id,player_api_id,date,overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,player_positions,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,player_name,height,weight,preferred_foot_left,preferred_foot_right,attacking_work_rate_high,attacking_work_rate_low,attacking_work_rate_medium,defensive_work_rate_high,defensive_work_rate_low,defensive_work_rate_medium,player_positions_general
1885,54554,178418,41497,2016-04-21,73.0,73.0,71.0,41.0,77.0,62.0,31.0,59.0,69.0,47.0,62.0,59.0,63.0,67.0,56.0,74.0,53.0,70.0,71.0,69.0,78.0,57.0,62.0,82.0,50.0,38.0,48.0,79.0,80.0,80.0,9.0,5.0,4.0,6.0,4.0,CB,59,59,59,57,56,56,56,57,55,55,55,59,59,59,59,59,70,68,68,68,70,72,74,74,74,72,Federico Peluso,187.96,181,1,0,0,0,1,0,0,1,DEF
1886,54596,170309,42524,2016-03-24,69.0,69.0,50.0,67.0,73.0,59.0,66.0,71.0,41.0,49.0,35.0,70.0,77.0,77.0,58.0,62.0,64.0,72.0,88.0,65.0,80.0,56.0,51.0,26.0,66.0,48.0,68.0,19.0,19.0,18.0,9.0,12.0,5.0,12.0,7.0,CF,66,66,66,59,63,63,63,59,60,60,60,57,52,52,52,57,47,47,47,47,47,45,45,45,45,45,Federico Piovaccari,180.34,170,0,1,0,0,1,0,0,1,ATK
1887,54623,220513,309539,2016-04-14,68.0,78.0,68.0,60.0,41.0,65.0,49.0,70.0,47.0,42.0,57.0,69.0,79.0,82.0,80.0,66.0,74.0,63.0,35.0,63.0,39.0,62.0,58.0,47.0,60.0,67.0,53.0,41.0,49.0,49.0,13.0,11.0,12.0,5.0,6.0,LW,60,60,60,67,65,65,65,67,65,65,65,67,62,62,62,67,60,55,55,55,60,58,49,49,49,58,Federico Ricci,175.26,139,1,0,1,0,0,1,0,0,ATK
1888,54640,201335,127207,2016-02-18,71.0,75.0,56.0,70.0,75.0,69.0,67.0,64.0,55.0,55.0,53.0,70.0,69.0,68.0,75.0,71.0,56.0,75.0,77.0,72.0,80.0,65.0,63.0,33.0,70.0,68.0,73.0,25.0,19.0,23.0,10.0,7.0,13.0,10.0,12.0,ST,71,71,71,67,68,68,68,67,67,67,67,66,61,61,61,66,51,50,50,50,51,49,47,47,47,49,Federico Santander,187.96,187,0,1,0,0,1,1,0,0,ATK
1889,54648,202828,251384,2016-05-12,73.0,77.0,72.0,58.0,48.0,78.0,62.0,70.0,74.0,74.0,76.0,78.0,69.0,69.0,72.0,70.0,78.0,76.0,60.0,71.0,74.0,78.0,60.0,70.0,60.0,76.0,68.0,62.0,68.0,64.0,5.0,13.0,14.0,8.0,13.0,CDM,64,64,64,69,68,68,68,69,70,70,70,71,72,72,72,71,71,70,70,70,71,69,65,65,65,69,Federico Viviani,180.34,165,0,1,0,0,1,0,0,1,
1890,54675,187491,118508,2016-05-05,76.0,78.0,56.0,77.0,70.0,71.0,76.0,80.0,73.0,64.0,62.0,78.0,86.0,85.0,75.0,72.0,66.0,75.0,67.0,74.0,75.0,74.0,67.0,32.0,77.0,75.0,74.0,26.0,28.0,24.0,16.0,9.0,16.0,15.0,10.0,ST,73,73,73,73,73,73,73,73,71,71,71,71,64,64,64,71,54,52,52,52,54,51,47,47,47,51,Fedor Smolov,187.96,176,0,1,1,0,0,0,0,1,ATK
1891,54708,226114,601304,2016-03-24,58.0,66.0,27.0,56.0,44.0,45.0,50.0,62.0,39.0,37.0,30.0,58.0,68.0,74.0,62.0,49.0,29.0,73.0,33.0,32.0,70.0,58.0,50.0,28.0,55.0,36.0,51.0,15.0,19.0,13.0,12.0,8.0,11.0,13.0,7.0,ST,59,59,59,55,57,57,57,55,53,53,53,53,45,45,45,53,39,37,37,37,39,38,35,35,35,38,Fejsal Mulic,203.2,185,0,1,0,0,1,0,1,0,ATK
1892,54720,201995,230190,2016-05-05,79.0,84.0,73.0,71.0,44.0,75.0,61.0,87.0,71.0,69.0,69.0,86.0,93.0,91.0,91.0,67.0,88.0,82.0,49.0,77.0,55.0,84.0,31.0,26.0,68.0,70.0,53.0,24.0,34.0,32.0,12.0,10.0,9.0,5.0,7.0,CAM,73,73,73,79,78,78,78,79,78,78,78,78,71,71,71,78,60,54,54,54,60,56,42,42,42,56,Felipe Anderson,175.26,154,0,1,0,0,1,0,1,0,MID
1893,54752,175254,41622,2016-03-17,78.0,79.0,59.0,79.0,76.0,70.0,75.0,73.0,66.0,68.0,53.0,77.0,73.0,76.0,61.0,78.0,68.0,84.0,75.0,64.0,92.0,69.0,81.0,43.0,82.0,61.0,73.0,42.0,44.0,47.0,7.0,13.0,7.0,8.0,10.0,ST,78,78,78,73,75,75,75,73,72,72,72,71,66,66,66,71,60,60,60,60,60,59,60,60,60,59,Felipe Caicedo,182.88,185,1,0,0,0,1,0,0,1,ATK
1894,54774,225346,315459,2015-11-26,73.0,79.0,69.0,70.0,49.0,72.0,72.0,76.0,71.0,75.0,65.0,74.0,84.0,80.0,73.0,71.0,69.0,84.0,74.0,78.0,65.0,69.0,63.0,44.0,70.0,68.0,65.0,39.0,32.0,35.0,15.0,14.0,10.0,10.0,10.0,RW,71,71,71,74,73,73,73,74,73,73,73,74,69,69,69,74,61,58,58,58,61,57,50,50,50,57,Felipe Gedoz,177.8,174,0,1,1,0,0,1,0,0,ATK
1895,54786,203796,188533,2016-03-03,73.0,76.0,70.0,66.0,51.0,76.0,70.0,72.0,79.0,72.0,75.0,79.0,71.0,69.0,77.0,74.0,83.0,73.0,52.0,75.0,48.0,69.0,68.0,69.0,70.0,70.0,70.0,55.0,65.0,46.0,11.0,6.0,8.0,13.0,14.0,CDM,69,69,69,75,74,74,74,75,75,75,75,75,75,75,75,75,70,70,70,70,70,67,61,61,61,67,Felipe Gutierrez,170.18,141,1,0,0,0,1,0,0,1,
1896,54802,184965,127370,2016-02-18,69.0,70.0,74.0,52.0,58.0,69.0,33.0,74.0,47.0,43.0,72.0,76.0,68.0,66.0,75.0,71.0,74.0,72.0,70.0,54.0,60.0,57.0,75.0,67.0,58.0,59.0,63.0,75.0,73.0,73.0,8.0,12.0,14.0,16.0,9.0,RM,61,61,61,68,64,64,64,68,66,66,66,68,66,66,66,68,69,68,68,68,69,68,68,68,68,68,Felipe Mattioni Rohde,180.34,165,0,1,1,0,0,0,0,1,MID
1897,54825,135475,33888,2016-05-12,79.0,79.0,64.0,61.0,83.0,79.0,67.0,69.0,55.0,56.0,76.0,76.0,72.0,69.0,69.0,76.0,66.0,84.0,84.0,75.0,85.0,74.0,91.0,77.0,65.0,73.0,74.0,76.0,81.0,80.0,12.0,8.0,13.0,12.0,6.0,CM,75,75,75,75,76,76,76,75,76,76,76,76,78,78,78,76,78,80,80,80,78,80,82,82,82,80,Felipe Melo,182.88,176,0,1,0,0,1,1,0,0,MID
1898,54875,177389,33697,2015-09-21,64.0,64.0,62.0,50.0,40.0,58.0,44.0,67.0,65.0,63.0,54.0,64.0,77.0,79.0,72.0,64.0,85.0,61.0,82.0,67.0,59.0,46.0,69.0,50.0,61.0,63.0,59.0,35.0,29.0,32.0,6.0,9.0,10.0,10.0,15.0,CAM,58,58,58,63,62,62,62,63,62,62,62,64,58,58,58,64,55,52,52,52,55,52,47,47,47,52,Felipe Morais,175.26,183,0,1,0,0,1,0,0,1,MID
1899,54895,214207,101434,2016-02-18,78.0,82.0,77.0,76.0,67.0,69.0,71.0,80.0,84.0,52.0,66.0,80.0,88.0,84.0,77.0,76.0,70.0,83.0,67.0,75.0,80.0,73.0,80.0,37.0,79.0,66.0,67.0,25.0,32.0,30.0,16.0,10.0,6.0,14.0,7.0,LW,77,77,77,78,77,77,77,78,75,75,75,77,68,68,68,77,56,53,53,53,56,52,46,46,46,52,Felipe Pardo,177.8,185,0,1,1,0,0,0,0,1,ATK
1900,54932,176957,20396,2016-01-28,74.0,74.0,33.0,37.0,91.0,52.0,26.0,36.0,30.0,21.0,49.0,42.0,77.0,82.0,44.0,73.0,34.0,69.0,79.0,64.0,78.0,38.0,77.0,64.0,40.0,33.0,53.0,76.0,78.0,80.0,7.0,8.0,12.0,6.0,6.0,CB,56,56,56,47,49,49,49,47,46,46,46,49,49,49,49,49,62,63,63,63,62,68,75,75,75,68,Felipe Santana,193.04,187,0,1,0,0,1,0,0,1,DEF
1901,54979,184820,101201,2016-05-05,72.0,72.0,53.0,43.0,77.0,64.0,48.0,56.0,44.0,39.0,58.0,64.0,50.0,54.0,61.0,72.0,55.0,47.0,57.0,34.0,72.0,44.0,74.0,67.0,30.0,54.0,45.0,76.0,75.0,72.0,11.0,8.0,11.0,11.0,14.0,CB,54,54,54,54,53,53,53,54,55,55,55,54,58,58,58,54,62,66,66,66,62,64,72,72,72,64,Felipe,187.96,174,0,1,0,1,0,1,0,0,DEF
1902,54999,188234,129462,2016-01-07,73.0,73.0,43.0,24.0,76.0,67.0,26.0,52.0,33.0,31.0,64.0,63.0,62.0,65.0,53.0,70.0,46.0,76.0,70.0,50.0,86.0,58.0,80.0,69.0,26.0,38.0,52.0,72.0,75.0,71.0,13.0,16.0,14.0,12.0,15.0,CB,55,55,55,51,53,53,53,51,53,53,53,53,58,58,58,53,64,68,68,68,64,66,74,74,74,66,Felipe,193.04,198,1,0,0,0,1,0,0,1,DEF
1903,55038,768,27719,2016-04-14,73.0,73.0,46.0,20.0,71.0,69.0,19.0,52.0,49.0,21.0,66.0,70.0,50.0,53.0,62.0,72.0,71.0,68.0,70.0,55.0,67.0,40.0,66.0,79.0,29.0,51.0,35.0,76.0,78.0,76.0,11.0,6.0,8.0,9.0,5.0,CB,49,49,49,54,52,52,52,54,55,55,55,57,60,60,60,57,66,67,67,67,66,67,70,70,70,67,Felipe,187.96,165,1,0,0,1,0,0,0,1,DEF
1904,55079,170159,23587,2016-04-14,72.0,72.0,68.0,48.0,70.0,69.0,67.0,65.0,72.0,70.0,70.0,68.0,74.0,85.0,65.0,70.0,60.0,71.0,75.0,76.0,77.0,69.0,68.0,72.0,54.0,58.0,60.0,70.0,73.0,69.0,6.0,8.0,14.0,11.0,12.0,LM,64,64,64,65,64,64,64,65,65,65,65,67,67,67,67,67,71,70,70,70,71,71,71,71,71,71,Felix Bastians,187.96,183,1,0,0,0,1,1,0,0,MID
1905,55115,202088,237541,2016-01-07,72.0,75.0,68.0,64.0,45.0,70.0,59.0,75.0,60.0,53.0,58.0,72.0,87.0,83.0,77.0,71.0,78.0,74.0,67.0,77.0,67.0,60.0,60.0,34.0,72.0,64.0,62.0,30.0,33.0,29.0,7.0,6.0,13.0,6.0,8.0,LM,68,68,68,72,71,71,71,72,70,70,70,72,65,65,65,72,58,54,54,54,58,54,46,46,46,54,Felix Klaus,177.8,174,0,1,0,0,1,0,0,1,MID
1906,55140,191066,164259,2016-06-16,71.0,75.0,50.0,51.0,63.0,75.0,58.0,67.0,65.0,62.0,69.0,71.0,66.0,65.0,67.0,70.0,68.0,70.0,71.0,72.0,71.0,66.0,77.0,72.0,59.0,64.0,57.0,71.0,72.0,68.0,10.0,8.0,11.0,15.0,13.0,CB,64,64,64,65,66,66,66,65,67,67,67,66,70,70,70,66,69,72,72,72,69,69,71,71,71,69,Felix Kroos,182.88,172,0,1,0,0,1,0,0,1,DEF
1907,55190,227604,614212,2016-02-11,63.0,77.0,35.0,64.0,65.0,60.0,64.0,58.0,64.0,33.0,42.0,60.0,64.0,66.0,53.0,64.0,51.0,69.0,66.0,58.0,77.0,56.0,32.0,22.0,59.0,54.0,55.0,18.0,21.0,17.0,11.0,13.0,14.0,14.0,15.0,ST,63,63,63,58,61,61,61,58,59,59,59,57,53,53,53,57,42,41,41,41,42,41,39,39,39,41,Felix Platte,190.5,194,0,1,0,0,1,0,0,1,ATK
1908,55197,197439,177953,2016-04-28,75.0,77.0,9.0,11.0,8.0,22.0,15.0,14.0,7.0,13.0,19.0,22.0,34.0,34.0,43.0,77.0,45.0,23.0,70.0,44.0,77.0,12.0,35.0,15.0,10.0,36.0,22.0,9.0,12.0,14.0,76.0,68.0,67.0,74.0,81.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Felix Wiedwald,190.5,181,0,1,0,0,1,0,0,1,GK
1909,55248,7674,42390,2015-09-21,67.0,67.0,10.0,11.0,15.0,26.0,13.0,10.0,14.0,10.0,26.0,22.0,34.0,35.0,50.0,60.0,42.0,23.0,59.0,26.0,60.0,16.0,23.0,20.0,10.0,25.0,21.0,10.0,14.0,16.0,72.0,62.0,58.0,75.0,66.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ferdinando Coppola,187.96,190,0,1,0,0,1,0,0,1,GK
1910,55274,177588,42017,2015-09-21,66.0,66.0,33.0,70.0,73.0,62.0,61.0,54.0,59.0,41.0,34.0,62.0,52.0,55.0,36.0,63.0,46.0,69.0,63.0,55.0,90.0,58.0,56.0,15.0,71.0,43.0,66.0,14.0,21.0,12.0,12.0,5.0,5.0,7.0,5.0,ST,65,65,65,54,62,62,62,54,58,58,58,52,50,50,50,52,43,47,47,47,43,43,47,47,47,43,Ferdinando Sforzini,193.04,183,0,1,0,0,1,0,1,0,ATK
1911,55305,198229,195263,2015-11-06,64.0,65.0,51.0,65.0,59.0,57.0,60.0,64.0,45.0,47.0,44.0,64.0,74.0,79.0,63.0,60.0,45.0,64.0,69.0,62.0,81.0,60.0,36.0,14.0,61.0,46.0,54.0,20.0,23.0,20.0,7.0,11.0,9.0,8.0,10.0,ST,63,63,63,61,61,61,61,61,59,59,59,60,52,52,52,60,45,41,41,41,45,43,39,39,39,43,Ferebory Dore,193.04,179,0,1,0,0,1,0,1,0,ATK
1912,55367,135507,40196,2016-04-14,80.0,80.0,68.0,70.0,55.0,82.0,76.0,78.0,70.0,71.0,81.0,76.0,77.0,77.0,79.0,82.0,79.0,83.0,72.0,82.0,73.0,81.0,83.0,84.0,68.0,75.0,61.0,72.0,81.0,78.0,12.0,11.0,5.0,13.0,7.0,CDM,74,74,74,76,76,76,76,76,77,77,77,77,79,79,79,77,78,79,79,79,78,77,75,75,75,77,Fernandinho,175.26,148,0,1,0,0,1,1,0,0,
1913,55387,176028,150024,2016-03-17,69.0,69.0,60.0,51.0,69.0,70.0,42.0,61.0,54.0,60.0,69.0,63.0,48.0,53.0,57.0,62.0,57.0,79.0,67.0,70.0,78.0,69.0,85.0,74.0,55.0,50.0,51.0,68.0,73.0,64.0,8.0,9.0,15.0,14.0,13.0,CDM,63,63,63,61,63,63,63,61,64,64,64,62,68,68,68,62,68,73,73,73,68,68,73,73,73,68,Fernando Alexandre,182.88,181,0,1,0,1,0,1,0,0,
1914,55415,162123,37604,2016-02-04,72.0,72.0,54.0,39.0,75.0,60.0,54.0,45.0,42.0,35.0,52.0,58.0,32.0,31.0,30.0,70.0,35.0,68.0,62.0,71.0,85.0,42.0,83.0,71.0,29.0,44.0,57.0,71.0,73.0,76.0,16.0,6.0,13.0,7.0,13.0,LB,53,53,53,47,49,49,49,47,49,49,49,50,56,56,56,50,65,69,69,69,65,66,75,75,75,66,Fernando Amorebieta,190.5,185,1,0,0,0,1,1,0,0,DEF
1915,55447,212618,211146,2016-02-04,69.0,73.0,46.0,72.0,83.0,60.0,70.0,61.0,63.0,49.0,49.0,68.0,63.0,55.0,66.0,59.0,59.0,68.0,80.0,78.0,82.0,65.0,72.0,30.0,69.0,46.0,67.0,30.0,43.0,40.0,8.0,6.0,8.0,15.0,11.0,ST,69,69,69,62,64,64,64,62,61,61,61,61,58,58,58,61,51,52,52,52,51,51,53,53,53,51,Fernando Aristeguieta,187.96,181,0,1,1,0,0,0,0,1,ATK
1916,55469,143587,36154,2016-05-26,76.0,76.0,76.0,66.0,58.0,77.0,75.0,79.0,85.0,80.0,78.0,80.0,68.0,69.0,78.0,74.0,74.0,83.0,67.0,63.0,59.0,80.0,73.0,69.0,74.0,78.0,80.0,45.0,55.0,49.0,11.0,9.0,12.0,13.0,7.0,CDM,73,73,73,77,77,77,77,77,78,78,78,76,76,76,76,76,68,68,68,68,68,65,61,61,61,65,Fernando Belluschi,172.72,172,0,1,1,0,0,0,0,1,
1917,55495,199651,265123,2016-04-14,72.0,76.0,64.0,59.0,47.0,68.0,66.0,78.0,67.0,61.0,65.0,76.0,83.0,81.0,82.0,70.0,76.0,62.0,60.0,78.0,53.0,63.0,52.0,39.0,71.0,70.0,63.0,23.0,29.0,27.0,16.0,10.0,13.0,11.0,11.0,LM,65,65,65,70,69,69,69,70,70,70,70,70,65,65,65,70,55,52,52,52,55,51,43,43,43,51,Fernando Canesin Matos,175.26,150,0,1,1,0,0,0,0,1,MID
1918,55553,177981,39198,2015-10-16,75.0,75.0,59.0,58.0,54.0,77.0,76.0,67.0,69.0,73.0,75.0,75.0,66.0,58.0,62.0,78.0,62.0,83.0,75.0,82.0,76.0,68.0,76.0,76.0,73.0,72.0,59.0,60.0,78.0,68.0,9.0,6.0,11.0,14.0,14.0,CDM,69,69,69,69,71,71,71,69,71,71,71,70,75,75,75,70,71,75,75,75,71,71,71,71,71,71,Fernando Damian Tissone,180.34,170,0,1,0,0,1,0,0,1,
1919,55580,212473,356068,2016-03-10,68.0,68.0,50.0,62.0,67.0,70.0,62.0,65.0,67.0,64.0,65.0,69.0,64.0,51.0,70.0,72.0,60.0,75.0,78.0,76.0,77.0,68.0,67.0,67.0,68.0,65.0,73.0,59.0,64.0,58.0,14.0,8.0,11.0,6.0,15.0,CDM,67,67,67,65,67,67,67,65,67,67,67,65,68,68,68,65,64,67,67,67,64,64,65,65,65,64,Fernando Ferreira,182.88,174,0,1,0,0,1,0,0,1,
1920,55596,165517,18814,2015-09-21,76.0,76.0,64.0,47.0,57.0,79.0,55.0,69.0,66.0,67.0,79.0,78.0,67.0,67.0,72.0,78.0,68.0,77.0,56.0,55.0,59.0,71.0,72.0,80.0,64.0,80.0,69.0,68.0,76.0,75.0,7.0,10.0,12.0,8.0,12.0,CM,65,65,65,69,70,70,70,69,73,73,73,70,75,75,75,70,72,75,75,75,72,72,71,71,71,72,Fernando Gago,177.8,154,0,1,0,0,1,0,0,1,MID
1921,55619,204504,293360,2016-03-24,62.0,69.0,56.0,57.0,61.0,62.0,61.0,68.0,54.0,21.0,61.0,65.0,78.0,84.0,75.0,63.0,72.0,66.0,74.0,53.0,64.0,54.0,66.0,70.0,60.0,60.0,54.0,51.0,58.0,57.0,6.0,14.0,13.0,7.0,11.0,RB,65,65,65,65,65,65,65,65,64,64,64,64,62,62,62,64,61,60,60,60,61,61,59,59,59,61,Fernando Lewis,180.34,150,0,1,1,0,0,0,0,1,DEF
1922,55639,162131,33030,2015-10-16,80.0,80.0,44.0,82.0,90.0,69.0,80.0,69.0,60.0,40.0,49.0,79.0,52.0,62.0,45.0,80.0,33.0,79.0,54.0,65.0,91.0,64.0,71.0,25.0,85.0,70.0,70.0,15.0,25.0,15.0,2.0,2.0,3.0,4.0,2.0,ST,79,79,79,70,75,75,75,70,71,71,71,68,65,65,65,68,48,51,51,51,48,46,48,48,48,46,Fernando Llorente,195.58,198,0,1,0,0,1,0,0,1,ATK
1923,55681,207707,304014,2016-03-03,74.0,75.0,77.0,55.0,54.0,70.0,44.0,73.0,62.0,49.0,60.0,71.0,80.0,82.0,74.0,74.0,71.0,76.0,72.0,85.0,70.0,54.0,70.0,74.0,70.0,53.0,43.0,67.0,72.0,74.0,6.0,11.0,14.0,13.0,11.0,LB,68,68,68,70,69,69,69,70,68,68,68,72,68,68,68,72,76,71,71,71,76,75,71,71,71,75,Fernando Marcal,177.8,159,1,0,0,0,1,0,0,1,DEF
1924,55698,215262,68411,2016-05-26,69.0,69.0,41.0,67.0,66.0,69.0,54.0,71.0,41.0,33.0,64.0,70.0,77.0,79.0,75.0,66.0,62.0,72.0,73.0,75.0,67.0,69.0,48.0,23.0,65.0,66.0,68.0,18.0,22.0,22.0,11.0,14.0,6.0,13.0,11.0,ST,69,69,69,67,69,69,69,67,69,69,69,67,63,63,63,67,49,48,48,48,49,46,41,41,41,46,Fernando Marquez,182.88,190,0,1,0,0,1,0,0,1,ATK
1925,55717,178628,47563,2016-05-05,75.0,77.0,62.0,70.0,50.0,71.0,63.0,79.0,70.0,59.0,58.0,79.0,83.0,78.0,93.0,71.0,85.0,72.0,78.0,68.0,55.0,72.0,70.0,30.0,68.0,77.0,66.0,36.0,43.0,31.0,6.0,6.0,7.0,12.0,8.0,CF,67,67,67,73,70,70,70,73,73,73,73,71,64,64,64,71,56,54,54,54,56,50,45,45,45,50,Fernando Martin Forestieri,172.72,148,0,1,1,0,0,0,0,1,ATK
1926,55763,182494,56829,2016-02-25,82.0,82.0,15.0,10.0,12.0,44.0,10.0,25.0,14.0,10.0,47.0,23.0,60.0,63.0,68.0,81.0,62.0,25.0,84.0,45.0,68.0,10.0,32.0,23.0,13.0,58.0,24.0,17.0,16.0,16.0,83.0,79.0,75.0,81.0,86.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fernando Muslera,190.5,185,0,1,0,0,1,0,0,1,GK
1927,55800,53014,33848,2015-10-16,75.0,75.0,70.0,36.0,69.0,72.0,58.0,62.0,71.0,62.0,65.0,71.0,65.0,65.0,61.0,78.0,68.0,67.0,69.0,75.0,74.0,60.0,80.0,77.0,59.0,56.0,33.0,84.0,79.0,82.0,7.0,6.0,13.0,13.0,6.0,CB,62,62,62,63,63,63,63,63,63,63,63,65,68,68,68,65,75,75,75,75,75,76,77,77,77,76,Fernando Navarro,175.26,154,1,0,0,0,1,0,0,1,DEF
1928,55827,221883,520349,2016-02-11,63.0,72.0,55.0,47.0,36.0,70.0,51.0,67.0,66.0,49.0,67.0,71.0,66.0,53.0,70.0,61.0,66.0,59.0,50.0,53.0,56.0,62.0,43.0,30.0,60.0,65.0,56.0,48.0,54.0,59.0,10.0,7.0,9.0,14.0,8.0,CM,55,55,55,62,59,59,59,62,63,63,63,63,60,60,60,63,55,54,54,54,55,50,49,49,49,50,Fernando Quesada,177.8,157,0,1,0,0,1,0,0,1,MID
1929,55839,51771,11555,2016-01-14,72.0,72.0,64.0,71.0,70.0,81.0,49.0,55.0,58.0,65.0,73.0,68.0,50.0,51.0,43.0,85.0,35.0,81.0,32.0,34.0,90.0,76.0,82.0,66.0,83.0,82.0,65.0,46.0,64.0,50.0,6.0,15.0,6.0,12.0,7.0,RM,72,72,72,68,72,72,72,68,72,72,72,68,73,73,73,68,63,69,69,69,63,62,66,66,66,62,Fernando Soriano,187.96,179,0,1,1,0,0,0,1,0,MID
1930,55862,49369,30853,2016-05-12,79.0,79.0,68.0,77.0,75.0,77.0,81.0,82.0,80.0,63.0,51.0,80.0,77.0,79.0,74.0,73.0,54.0,83.0,75.0,63.0,76.0,73.0,62.0,20.0,82.0,76.0,73.0,17.0,22.0,18.0,14.0,13.0,8.0,9.0,10.0,ST,78,78,78,77,78,78,78,77,76,76,76,75,67,67,67,75,53,51,51,51,53,50,46,46,46,50,Fernando Torres,185.42,172,0,1,0,0,1,0,0,1,ATK
1931,55894,202460,183547,2016-01-14,71.0,71.0,53.0,73.0,72.0,58.0,66.0,69.0,65.0,54.0,49.0,73.0,69.0,74.0,66.0,71.0,55.0,74.0,66.0,68.0,71.0,64.0,55.0,34.0,75.0,56.0,74.0,32.0,27.0,23.0,13.0,10.0,13.0,14.0,7.0,ST,70,70,70,67,68,68,68,67,65,65,65,65,59,59,59,65,51,49,49,49,51,49,47,47,47,49,Fernando Uribe,180.34,168,0,1,1,0,0,0,1,0,ATK
1932,55959,184134,101103,2016-02-04,78.0,78.0,60.0,54.0,70.0,75.0,41.0,62.0,65.0,53.0,73.0,72.0,66.0,68.0,74.0,79.0,57.0,76.0,72.0,84.0,81.0,68.0,87.0,83.0,59.0,62.0,54.0,78.0,80.0,82.0,1.0,1.0,1.0,1.0,1.0,CM,67,67,67,66,67,67,67,66,68,68,68,68,72,72,72,68,76,78,78,78,76,76,79,79,79,76,Fernando,185.42,168,0,1,0,0,1,1,0,0,MID
1933,55989,202642,175646,2016-05-05,77.0,83.0,63.0,63.0,62.0,75.0,45.0,58.0,52.0,54.0,72.0,74.0,77.0,76.0,74.0,73.0,81.0,73.0,80.0,80.0,80.0,70.0,80.0,83.0,50.0,66.0,61.0,79.0,78.0,77.0,16.0,9.0,13.0,8.0,6.0,CM,67,67,67,68,68,68,68,68,69,69,69,69,71,71,71,69,75,76,76,76,75,76,77,77,77,76,Fernando,175.26,176,0,1,0,1,0,1,0,0,MID
1934,56040,110377,33773,2016-04-14,74.0,74.0,63.0,69.0,57.0,66.0,62.0,74.0,72.0,65.0,52.0,78.0,72.0,72.0,83.0,86.0,79.0,68.0,73.0,74.0,62.0,71.0,57.0,35.0,85.0,75.0,72.0,30.0,33.0,35.0,12.0,11.0,10.0,15.0,14.0,ST,72,72,72,74,75,75,75,74,74,74,74,73,68,68,68,73,58,54,54,54,58,55,48,48,48,55,Ferran Corominas,175.26,154,0,1,0,0,1,0,0,1,ATK
1935,56108,182816,93332,2016-05-12,64.0,64.0,68.0,28.0,61.0,61.0,43.0,58.0,64.0,54.0,63.0,64.0,65.0,64.0,58.0,50.0,72.0,45.0,70.0,66.0,62.0,41.0,71.0,65.0,60.0,64.0,40.0,68.0,66.0,64.0,15.0,13.0,14.0,14.0,15.0,CB,53,53,53,58,56,56,56,58,59,59,59,61,62,62,62,61,65,65,65,65,65,65,65,65,65,65,Fethi Harek,175.26,143,1,0,0,0,1,0,0,1,DEF
1936,56134,189172,202610,2016-03-24,72.0,74.0,72.0,63.0,36.0,68.0,58.0,75.0,67.0,65.0,60.0,74.0,79.0,90.0,84.0,70.0,68.0,72.0,71.0,84.0,56.0,66.0,54.0,25.0,72.0,62.0,72.0,19.0,11.0,15.0,14.0,14.0,10.0,9.0,12.0,RM,67,67,67,72,71,71,71,72,70,70,70,72,64,64,64,72,54,48,48,48,54,48,36,36,36,48,Fidel,177.8,161,1,0,1,0,0,0,1,0,MID
1937,56171,208894,243490,2016-04-28,62.0,68.0,16.0,18.0,17.0,24.0,13.0,14.0,13.0,16.0,22.0,25.0,47.0,40.0,33.0,54.0,58.0,23.0,56.0,45.0,70.0,13.0,20.0,22.0,12.0,22.0,31.0,15.0,16.0,21.0,65.0,62.0,60.0,64.0,64.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Filip Bednarek,187.96,179,0,1,0,0,1,0,0,1,GK
1938,56196,125071,27412,2016-04-14,73.0,73.0,60.0,25.0,72.0,66.0,32.0,57.0,45.0,45.0,65.0,65.0,42.0,52.0,54.0,71.0,64.0,65.0,67.0,64.0,74.0,42.0,70.0,76.0,43.0,49.0,85.0,77.0,76.0,75.0,11.0,10.0,6.0,10.0,15.0,LB,52,52,52,56,54,54,54,56,56,56,56,60,63,63,63,60,69,71,71,71,69,72,75,75,75,72,Filip Daems,180.34,174,1,0,0,0,1,0,0,1,DEF
